,S/N,Product Name,Product Description,Old Price,Discount('%'),Promo Price
183,147,Generic ,Smart Watch Bluetooth SmartWatches Men Support SIM TF Card Call Heart Rate Pedometer Sport Mode,"₦ 75,600 ",-74%,"₦ 20,000 "
184,148,Generic ,"A1 Smartwatch With Sim & Memory Card, Camera & Pedometer-Black","₦ 7,500 ",-54%,"₦ 3,475 "
185,149,A1 Smartwatch ,"Smart Watch Single Sim GSM, Bluetooth, Memory Card Slot & Camera For Android And IPhone-Black","₦ 6,000 ",-42%,"₦ 3,490 "
187,150,Generic ,Smart Watches Wrist Dial SMS Remind Pedometer SmartWatch,"₦ 15,000 ",-65%,"₦ 5,220 "
188,151,Henan ,"20,000mAh Power Bank - White",,,"₦ 2,300 "
189,152,Generic ,Smart Watch---Metal Strap Bluetooth Wrist Smartwatch Support Sim TF Card Android&IOS Watch Multi-languages---SILVER,"₦ 9,000 ",-33%,"₦ 5,995 "
190,153,Generic ,Fitness Tracker 0.96-Inch TFT Display Smartwatch,"₦ 6,000 ",-62%,"₦ 2,300 "
192,154,Taiwan ,32GB Mobile Phone Memory Card Memory Card TF Card Driving Recorder Memory Card,"₦ 3,040 ",-41%,"₦ 1,800 "
193,155,Generic ,S530 Upgrade 4.2 Bluetooth Earphone Mini Wireless Bluetooth ,₦ 800 ,-15%,₦ 680 
194,156,Tecno ,"Spark 3 (KB7) 6.2-Inch HD (1GB,16GB ROM) Android 8.1 Oreo, 13MP + 8MP Dual SIM 3G Smartphone - Midnight Black","₦ 32,832 ",-2%,"₦ 32,240 "
195,157,Rocco ,"10,400 mAh Fast Charging Triple USB Port Power Bank With Torch Light + (Free Mini USB Fan)","₦ 5,000 ",-38%,"₦ 3,100 "
197,158,Infinix ,"Smart 2 HD (X609) 6-Inch HD+ (1GB + 16GB ROM) Android 8.1 Oreo, 8MP + 8MP Dual SIM Face & Fingerprint Unlock 3G Smartphone - Champagne Gold (JA19)","₦ 24,458 ",-4%,"₦ 23,540 "
198,159,Infinix ,"Smart 2 HD (X609) 6-Inch HD+ (1GB + 16GB ROM) Android 8.1 Oreo, 8MP + 8MP Dual SIM Face & Fingerprint Unlock 3G Smartphone - Midnight Black (JA19)","₦ 24,441 ",-4%,"₦ 23,540 "
199,160,Generic ,2019  Smart Watch Color Screen Blood Pressure Fitness Tracker Heart Rate Monitor Smart Band Sport For Android IOS Iphone,"₦ 8,900 ",-60%,"₦ 3,600 "
200,161,Samsung ,"Galaxy A20 Dual Sim- 6.4"" (32gb+3gb Ram) 13MP + 5MP, 4G LTE-BLACK (JA19)","₦ 65,000 ",-20%,"₦ 52,000 "
202,162,Infinix ,"S4 6.2""HD+ Water-drop (32GB ROM+3GB RAM) 13MP+8MP+2MP 32MP FF, Android 9pie, 4000mAh Battery- Nebula Blue","₦ 65,000 ",-23%,"₦ 50,200 "
203,163,Samsung ,"Galaxy A30 6.4-Inch (4GB RAM, 64GB ROM) Android 9.0 Pie, (16MP + 5MP) + 16MP 4G LTE Smartphone - Blue (MW19)","₦ 67,942 ",-1%,"₦ 67,600 "
204,164,Vernee ,"T3 Pro 5.5-Inch MTK6739 Quad-Core (3GB, 16GB ROM) Android 8.1 Oreo, 13MP Dual SIM 4080mAh, Face ID Smartphone - Black","₦ 39,999 ",-40%,"₦ 23,999 "
205,165,Samsung ,"Galaxy A30 6.4-Inch (4GB RAM, 64GB ROM) Android 9.0 Pie, (16MP + 5MP) + 16MP 4G LTE Smartphone - Black",,,"₦ 67,499 "
207,166,Gionee ,S10 Lite 5.2 Inch HD 4GB RAM 32GB ROM 16MP + 13MP Android 7.1 Hybrid Dual SIM 4G LTE Smartphone 3100mA - Gold,"₦ 44,590 ",-29%,"₦ 31,820 "
208,167,Infinix ,"Smart 2 HD (X609) 6-Inch HD+ (1GB + 16GB ROM) Android 8.1 Oreo, 8MP + 8MP Dual SIM Face & Fingerprint Unlock 3G Smartphone - Aqua Blue (JA19)","₦ 24,509 ",-4%,"₦ 23,540 "
209,168,Generic ,P35 PRO Android 9.1 Smart Phone 8Cores 6G+128GB Face Recognition Smartphone 6.3 Inch Touch Screen 4800mAh Long Standby,"₦ 99,080 ",-68%,"₦ 31,350 "
210,169,Generic ,HOT SALE 10.1'' 6G+64GB Android 7.0 Tablet PC Octa 8 Core HD,"₦ 78,063 ",-73%,"₦ 20,999 "
212,170,Generic ,HOT SALE 10.1'' 6G+64GB Android 7.0 Tablet PC Octa 8 Core HD,"₦ 78,063 ",-76%,"₦ 18,999  - ₦ 20,899 "
213,171,Generic ,NEW 10.1'' Tablet PC Android 8.0 Octa Core 64GB 10 Inch HD WIFI 2 SIM 3G Phablet-Gold,"₦ 48,361 ",-61%,"₦ 18,990 "
214,172,Excelvan ,M10K6 - 10.1” 3G Android 6.0 2GB+16GB Dual SIM Card Tablet PC-Black,"₦ 39,600 ",-26%,"₦ 29,290 "
215,173,Nokia ,"X6 (6.1 Plus) 5.8-Inch 19:19 FHD (6GB, 64GB ROM) Android 8.1 Oreo, (16MP+5MP) + 16MP, 3060mAh, Hybrid Dual SIM 4G LTE Smartphone - Black","₦ 63,500 ",-15%,"₦ 53,999 "
217,174,Generic ,HOT SALE 10.1'' 4G + 64GB Android 7.0 Tablet PC Octa 8 Core,"₦ 58,999 ",-64%,"₦ 21,490  - ₦ 21,980 "
218,175,Generic ,10.1'' 4G+64GB Android 7.0 Tablet PC Octa 8 Core HD WIFI Bluetooth 2 SIM 4G New,"₦ 100,400  - ₦ 102,400 ",-78%,"₦ 22,080 "
219,176,TENFLY ,Power Bank 16800mAh For Smart Phones,"₦ 25,000 ",-88%,"₦ 2,950 "
220,177,VILLAON ,Power Bank 10000mAh Fast Charge VPB-B101D - Black,"₦ 5,500 ",-37%,"₦ 3,480 "
222,178,Generic ,Generic 64GB+4G Android 7.0 Tablet PC Octa 8 Core 2SIM-Black,"₦ 59,999 ",-65%,"₦ 20,950  - ₦ 21,950 "
223,179,Samsung ,"Galaxy S10 Plus (S10+) 6.4-Inch AMOLED (8GB, 128GB ROM) Android 9.0 Pie, 12MP + 12MP + 16MP Dual SIM 4G Fingerprint Smartphone - Prism White",,,"₦ 267,999 "
224,180,Infinix ,"HOT 7 Pro (X625B) 6.2-Inch HD+ (3GB,32GB ROM) Android 9 Pie (13MP+2MP) (13MP+2MP) 4000mAh Dual SIM 4G Smartphone - Midninght Black","₦ 44,514 ",-1%,"₦ 44,100 "
225,181,Smart ,"Smart Wrist Watch Phone(SIM Card,Memory Card, Camera Etc)","₦ 7,500 ",-49%,"₦ 3,790 "
227,182,Apple ,"IPhone X 5.8-Inches Super AMOLED (3GB RAM, 256GB ROM) IOS 11.1.1, (12MP + 12MP) + 7MP 4G LTE Smartphone - Silver",,,"₦ 282,900 "
228,183,Gionee ,"S11 Lite 5.7-Inch HD 18:9 Full Screen (4GB,32GB ROM) Android 7.1 Nougat, (13MP + 2MP) + 16MP, Hybrid Dual SIM 4G LTE Fingerprint ID Smartphone - Gold","₦ 78,990 ",-54%,"₦ 36,200 "
229,184,Samsung ,Level U Bluetooth Neckband Earpiece,"₦ 10,000 ",-53%,"₦ 4,689 "
230,185, ,"Redmi Note 7 6.3-Inch (4GB RAM, 64GB ROM) Android 9.0 (Pie) (48MP + 5MP) + 13MP 4G Face & Fingerprint ID  - Blue","₦ 72,000 ",-6%,"₦ 67,800 "
232,186,Infinix ,"Infinix S4 6.2""HD+ Water-drop (64GB ROM+6GB RAM) 13MP+8MP+2MP 32MP FF, Android 9pie, 4000mAh Battery-  Nebula Blue","₦ 66,000 ",-1%,"₦ 65,800 "
233,187,Generic ,Smart Watch Bluetooth SmartWatches Men Support SIM TF Card Call Heart Rate Pedometer Sport Mode,"₦ 75,600 ",-74%,"₦ 20,000 "
234,188,Generic ,"A1 Smartwatch With Sim & Memory Card, Camera & Pedometer-Black","₦ 7,500 ",-54%,"₦ 3,475 "
235,189,A1 Smartwatch ,"Smart Watch Single Sim GSM, Bluetooth, Memory Card Slot & Camera For Android And IPhone-Black","₦ 6,000 ",-42%,"₦ 3,490 "
237,190,Generic ,Smart Watches Wrist Dial SMS Remind Pedometer SmartWatch,"₦ 15,000 ",-65%,"₦ 5,220 "
238,191,Henan ,"20,000mAh Power Bank - White",,,"₦ 2,300 "
239,192,Generic ,Smart Watch---Metal Strap Bluetooth Wrist Smartwatch Support Sim TF Card Android&IOS Watch Multi-languages---SILVER,"₦ 9,000 ",-33%,"₦ 5,995 "
240,193,Generic ,Fitness Tracker 0.96-Inch TFT Display Smartwatch,"₦ 6,000 ",-62%,"₦ 2,300 "
242,194,Taiwan ,32GB Mobile Phone Memory Card Memory Card TF Card Driving Recorder Memory Card,"₦ 3,040 ",-41%,"₦ 1,800 "
243,195,Generic ,S530 Upgrade 4.2 Bluetooth Earphone Mini Wireless Bluetooth ,₦ 800 ,-15%,₦ 680 
244,196,Tecno ,"Spark 3 (KB7) 6.2-Inch HD (1GB,16GB ROM) Android 8.1 Oreo, 13MP + 8MP Dual SIM 3G Smartphone - Midnight Black","₦ 32,832 ",-2%,"₦ 32,240 "
245,197,Rocco ,"10,400 mAh Fast Charging Triple USB Port Power Bank With Torch Light + (Free Mini USB Fan)","₦ 5,000 ",-38%,"₦ 3,100 "
247,198,Infinix ,"Smart 2 HD (X609) 6-Inch HD+ (1GB + 16GB ROM) Android 8.1 Oreo, 8MP + 8MP Dual SIM Face & Fingerprint Unlock 3G Smartphone - Champagne Gold (JA19)","₦ 24,458 ",-4%,"₦ 23,540 "
248,199,Infinix ,"Smart 2 HD (X609) 6-Inch HD+ (1GB + 16GB ROM) Android 8.1 Oreo, 8MP + 8MP Dual SIM Face & Fingerprint Unlock 3G Smartphone - Midnight Black (JA19)","₦ 24,441 ",-4%,"₦ 23,540 "
249,200,Generic ,2019  Smart Watch Color Screen Blood Pressure Fitness Tracker Heart Rate Monitor Smart Band Sport For Android IOS Iphone,"₦ 8,900 ",-60%,"₦ 3,600 "
250,201,Samsung ,"Galaxy A20 Dual Sim- 6.4"" (32gb+3gb Ram) 13MP + 5MP, 4G LTE-BLACK (JA19)","₦ 65,000 ",-20%,"₦ 52,000 "
252,202,Infinix ,"S4 6.2""HD+ Water-drop (32GB ROM+3GB RAM) 13MP+8MP+2MP 32MP FF, Android 9pie, 4000mAh Battery- Nebula Blue","₦ 65,000 ",-23%,"₦ 50,200 "
253,203,Samsung ,"Galaxy A30 6.4-Inch (4GB RAM, 64GB ROM) Android 9.0 Pie, (16MP + 5MP) + 16MP 4G LTE Smartphone - Blue (MW19)","₦ 67,942 ",-1%,"₦ 67,600 "
254,204,Vernee ,"T3 Pro 5.5-Inch MTK6739 Quad-Core (3GB, 16GB ROM) Android 8.1 Oreo, 13MP Dual SIM 4080mAh, Face ID Smartphone - Black","₦ 39,999 ",-40%,"₦ 23,999 "
255,205,Samsung ,"Galaxy A30 6.4-Inch (4GB RAM, 64GB ROM) Android 9.0 Pie, (16MP + 5MP) + 16MP 4G LTE Smartphone - Black",,,"₦ 67,499 "
257,206,Gionee ,S10 Lite 5.2 Inch HD 4GB RAM 32GB ROM 16MP + 13MP Android 7.1 Hybrid Dual SIM 4G LTE Smartphone 3100mA - Gold,"₦ 44,590 ",-29%,"₦ 31,820 "
258,207,Infinix ,"Smart 2 HD (X609) 6-Inch HD+ (1GB + 16GB ROM) Android 8.1 Oreo, 8MP + 8MP Dual SIM Face & Fingerprint Unlock 3G Smartphone - Aqua Blue (JA19)","₦ 24,509 ",-4%,"₦ 23,540 "
259,208,Generic ,P35 PRO Android 9.1 Smart Phone 8Cores 6G+128GB Face Recognition Smartphone 6.3 Inch Touch Screen 4800mAh Long Standby,"₦ 99,080 ",-68%,"₦ 31,350 "
260,209,Generic ,HOT SALE 10.1'' 6G+64GB Android 7.0 Tablet PC Octa 8 Core HD,"₦ 78,063 ",-73%,"₦ 20,999 "
262,210,Generic ,HOT SALE 10.1'' 6G+64GB Android 7.0 Tablet PC Octa 8 Core HD,"₦ 78,063 ",-76%,"₦ 18,999  - ₦ 20,899 "
263,211,Generic ,NEW 10.1'' Tablet PC Android 8.0 Octa Core 64GB 10 Inch HD WIFI 2 SIM 3G Phablet-Gold,"₦ 48,361 ",-61%,"₦ 18,990 "
264,212,Excelvan ,M10K6 - 10.1” 3G Android 6.0 2GB+16GB Dual SIM Card Tablet PC-Black,"₦ 39,600 ",-26%,"₦ 29,290 "
265,213,Nokia ,"X6 (6.1 Plus) 5.8-Inch 19:19 FHD (6GB, 64GB ROM) Android 8.1 Oreo, (16MP+5MP) + 16MP, 3060mAh, Hybrid Dual SIM 4G LTE Smartphone - Black","₦ 63,500 ",-15%,"₦ 53,999 "
267,214,Generic ,HOT SALE 10.1'' 4G + 64GB Android 7.0 Tablet PC Octa 8 Core,"₦ 58,999 ",-64%,"₦ 21,490  - ₦ 21,980 "
268,215,Generic ,10.1'' 4G+64GB Android 7.0 Tablet PC Octa 8 Core HD WIFI Bluetooth 2 SIM 4G New,"₦ 100,400  - ₦ 102,400 ",-78%,"₦ 22,080 "
269,216,TENFLY ,Power Bank 16800mAh For Smart Phones,"₦ 25,000 ",-88%,"₦ 2,950 "
270,217,VILLAON ,Power Bank 10000mAh Fast Charge VPB-B101D - Black,"₦ 5,500 ",-37%,"₦ 3,480 "
272,218,Generic ,Generic 64GB+4G Android 7.0 Tablet PC Octa 8 Core 2SIM-Black,"₦ 59,999 ",-65%,"₦ 20,950  - ₦ 21,950 "
273,219,Samsung ,"Galaxy S10 Plus (S10+) 6.4-Inch AMOLED (8GB, 128GB ROM) Android 9.0 Pie, 12MP + 12MP + 16MP Dual SIM 4G Fingerprint Smartphone - Prism White",,,"₦ 267,999 "
274,220,Infinix ,"HOT 7 Pro (X625B) 6.2-Inch HD+ (3GB,32GB ROM) Android 9 Pie (13MP+2MP) (13MP+2MP) 4000mAh Dual SIM 4G Smartphone - Midninght Black","₦ 44,514 ",-1%,"₦ 44,100 "
275,221,Smart ,"Smart Wrist Watch Phone(SIM Card,Memory Card, Camera Etc)","₦ 7,500 ",-49%,"₦ 3,790 "
277,222,Apple ,"IPhone X 5.8-Inches Super AMOLED (3GB RAM, 256GB ROM) IOS 11.1.1, (12MP + 12MP) + 7MP 4G LTE Smartphone - Silver",,,"₦ 282,900 "
278,223,Gionee ,"S11 Lite 5.7-Inch HD 18:9 Full Screen (4GB,32GB ROM) Android 7.1 Nougat, (13MP + 2MP) + 16MP, Hybrid Dual SIM 4G LTE Fingerprint ID Smartphone - Gold","₦ 78,990 ",-54%,"₦ 36,200 "
279,224,Samsung ,Level U Bluetooth Neckband Earpiece,"₦ 10,000 ",-53%,"₦ 4,689 "
280,225, ,"Redmi Note 7 6.3-Inch (4GB RAM, 64GB ROM) Android 9.0 (Pie) (48MP + 5MP) + 13MP 4G Face & Fingerprint ID  - Blue","₦ 72,000 ",-6%,"₦ 67,800 "
282,226,Infinix ,"Infinix S4 6.2""HD+ Water-drop (64GB ROM+6GB RAM) 13MP+8MP+2MP 32MP FF, Android 9pie, 4000mAh Battery-  Nebula Blue","₦ 66,000 ",-1%,"₦ 65,800 "
283,227,Generic ,Smart Watch Bluetooth SmartWatches Men Support SIM TF Card Call Heart Rate Pedometer Sport Mode,"₦ 75,600 ",-74%,"₦ 20,000 "
284,228,Generic ,"A1 Smartwatch With Sim & Memory Card, Camera & Pedometer-Black","₦ 7,500 ",-54%,"₦ 3,475 "
285,229,A1 Smartwatch ,"Smart Watch Single Sim GSM, Bluetooth, Memory Card Slot & Camera For Android And IPhone-Black","₦ 6,000 ",-42%,"₦ 3,490 "
287,230,Generic ,Smart Watches Wrist Dial SMS Remind Pedometer SmartWatch,"₦ 15,000 ",-65%,"₦ 5,220 "
288,231,Henan ,"20,000mAh Power Bank - White",,,"₦ 2,300 "
289,232,Generic ,Smart Watch---Metal Strap Bluetooth Wrist Smartwatch Support Sim TF Card Android&IOS Watch Multi-languages---SILVER,"₦ 9,000 ",-33%,"₦ 5,995 "
290,233,Generic ,Fitness Tracker 0.96-Inch TFT Display Smartwatch,"₦ 6,000 ",-62%,"₦ 2,300 "
292,234,Taiwan ,32GB Mobile Phone Memory Card Memory Card TF Card Driving Recorder Memory Card,"₦ 3,040 ",-41%,"₦ 1,800 "
293,235,Generic ,S530 Upgrade 4.2 Bluetooth Earphone Mini Wireless Bluetooth ,₦ 800 ,-15%,₦ 680 
294,236,Tecno ,"Spark 3 (KB7) 6.2-Inch HD (1GB,16GB ROM) Android 8.1 Oreo, 13MP + 8MP Dual SIM 3G Smartphone - Midnight Black","₦ 32,832 ",-2%,"₦ 32,240 "
295,237,Rocco ,"10,400 mAh Fast Charging Triple USB Port Power Bank With Torch Light + (Free Mini USB Fan)","₦ 5,000 ",-38%,"₦ 3,100 "
297,238,Infinix ,"Smart 2 HD (X609) 6-Inch HD+ (1GB + 16GB ROM) Android 8.1 Oreo, 8MP + 8MP Dual SIM Face & Fingerprint Unlock 3G Smartphone - Champagne Gold (JA19)","₦ 24,458 ",-4%,"₦ 23,540 "
298,239,Infinix ,"Smart 2 HD (X609) 6-Inch HD+ (1GB + 16GB ROM) Android 8.1 Oreo, 8MP + 8MP Dual SIM Face & Fingerprint Unlock 3G Smartphone - Midnight Black (JA19)","₦ 24,441 ",-4%,"₦ 23,540 "
299,240,Generic ,2019  Smart Watch Color Screen Blood Pressure Fitness Tracker Heart Rate Monitor Smart Band Sport For Android IOS Iphone,"₦ 8,900 ",-60%,"₦ 3,600 "
300,241,Samsung ,"Galaxy A20 Dual Sim- 6.4"" (32gb+3gb Ram) 13MP + 5MP, 4G LTE-BLACK (JA19)","₦ 65,000 ",-20%,"₦ 52,000 "
302,242,Infinix ,"S4 6.2""HD+ Water-drop (32GB ROM+3GB RAM) 13MP+8MP+2MP 32MP FF, Android 9pie, 4000mAh Battery- Nebula Blue","₦ 65,000 ",-23%,"₦ 50,200 "
303,243,Samsung ,"Galaxy A30 6.4-Inch (4GB RAM, 64GB ROM) Android 9.0 Pie, (16MP + 5MP) + 16MP 4G LTE Smartphone - Blue (MW19)","₦ 67,942 ",-1%,"₦ 67,600 "
304,244,Vernee ,"T3 Pro 5.5-Inch MTK6739 Quad-Core (3GB, 16GB ROM) Android 8.1 Oreo, 13MP Dual SIM 4080mAh, Face ID Smartphone - Black","₦ 39,999 ",-40%,"₦ 23,999 "
305,245,Samsung ,"Galaxy A30 6.4-Inch (4GB RAM, 64GB ROM) Android 9.0 Pie, (16MP + 5MP) + 16MP 4G LTE Smartphone - Black",,,"₦ 67,499 "
307,246,Gionee ,S10 Lite 5.2 Inch HD 4GB RAM 32GB ROM 16MP + 13MP Android 7.1 Hybrid Dual SIM 4G LTE Smartphone 3100mA - Gold,"₦ 44,590 ",-29%,"₦ 31,820 "
308,247,Infinix ,"Smart 2 HD (X609) 6-Inch HD+ (1GB + 16GB ROM) Android 8.1 Oreo, 8MP + 8MP Dual SIM Face & Fingerprint Unlock 3G Smartphone - Aqua Blue (JA19)","₦ 24,509 ",-4%,"₦ 23,540 "
309,248,Generic ,P35 PRO Android 9.1 Smart Phone 8Cores 6G+128GB Face Recognition Smartphone 6.3 Inch Touch Screen 4800mAh Long Standby,"₦ 99,080 ",-68%,"₦ 31,350 "
310,249,Generic ,HOT SALE 10.1'' 6G+64GB Android 7.0 Tablet PC Octa 8 Core HD,"₦ 78,063 ",-73%,"₦ 20,999 "
312,250,Generic ,HOT SALE 10.1'' 6G+64GB Android 7.0 Tablet PC Octa 8 Core HD,"₦ 78,063 ",-76%,"₦ 18,999  - ₦ 20,899 "
313,251,Generic ,NEW 10.1'' Tablet PC Android 8.0 Octa Core 64GB 10 Inch HD WIFI 2 SIM 3G Phablet-Gold,"₦ 48,361 ",-61%,"₦ 18,990 "
314,252,Excelvan ,M10K6 - 10.1” 3G Android 6.0 2GB+16GB Dual SIM Card Tablet PC-Black,"₦ 39,600 ",-26%,"₦ 29,290 "
315,253,Nokia ,"X6 (6.1 Plus) 5.8-Inch 19:19 FHD (6GB, 64GB ROM) Android 8.1 Oreo, (16MP+5MP) + 16MP, 3060mAh, Hybrid Dual SIM 4G LTE Smartphone - Black","₦ 63,500 ",-15%,"₦ 53,999 "
317,254,Generic ,HOT SALE 10.1'' 4G + 64GB Android 7.0 Tablet PC Octa 8 Core,"₦ 58,999 ",-64%,"₦ 21,490  - ₦ 21,980 "
318,255,Generic ,10.1'' 4G+64GB Android 7.0 Tablet PC Octa 8 Core HD WIFI Bluetooth 2 SIM 4G New,"₦ 100,400  - ₦ 102,400 ",-78%,"₦ 22,080 "
319,256,TENFLY ,Power Bank 16800mAh For Smart Phones,"₦ 25,000 ",-88%,"₦ 2,950 "
320,257,VILLAON ,Power Bank 10000mAh Fast Charge VPB-B101D - Black,"₦ 5,500 ",-37%,"₦ 3,480 "
322,258,Generic ,Generic 64GB+4G Android 7.0 Tablet PC Octa 8 Core 2SIM-Black,"₦ 59,999 ",-65%,"₦ 20,950  - ₦ 21,950 "
323,259,Samsung ,"Galaxy S10 Plus (S10+) 6.4-Inch AMOLED (8GB, 128GB ROM) Android 9.0 Pie, 12MP + 12MP + 16MP Dual SIM 4G Fingerprint Smartphone - Prism White",,,"₦ 267,999 "
324,260,Infinix ,"HOT 7 Pro (X625B) 6.2-Inch HD+ (3GB,32GB ROM) Android 9 Pie (13MP+2MP) (13MP+2MP) 4000mAh Dual SIM 4G Smartphone - Midninght Black","₦ 44,514 ",-1%,"₦ 44,100 "
325,261,Smart ,"Smart Wrist Watch Phone(SIM Card,Memory Card, Camera Etc)","₦ 7,500 ",-49%,"₦ 3,790 "
327,262,Apple ,"IPhone X 5.8-Inches Super AMOLED (3GB RAM, 256GB ROM) IOS 11.1.1, (12MP + 12MP) + 7MP 4G LTE Smartphone - Silver",,,"₦ 282,900 "
328,263,Gionee ,"S11 Lite 5.7-Inch HD 18:9 Full Screen (4GB,32GB ROM) Android 7.1 Nougat, (13MP + 2MP) + 16MP, Hybrid Dual SIM 4G LTE Fingerprint ID Smartphone - Gold","₦ 78,990 ",-54%,"₦ 36,200 "
329,264,Samsung ,Level U Bluetooth Neckband Earpiece,"₦ 10,000 ",-53%,"₦ 4,689 "
330,265, ,"Redmi Note 7 6.3-Inch (4GB RAM, 64GB ROM) Android 9.0 (Pie) (48MP + 5MP) + 13MP 4G Face & Fingerprint ID  - Blue","₦ 72,000 ",-6%,"₦ 67,800 "
332,266,Infinix ,"Infinix S4 6.2""HD+ Water-drop (64GB ROM+6GB RAM) 13MP+8MP+2MP 32MP FF, Android 9pie, 4000mAh Battery-  Nebula Blue","₦ 66,000 ",-1%,"₦ 65,800 "
333,267,Generic ,Smart Watch Bluetooth SmartWatches Men Support SIM TF Card Call Heart Rate Pedometer Sport Mode,"₦ 75,600 ",-74%,"₦ 20,000 "
334,268,Generic ,"A1 Smartwatch With Sim & Memory Card, Camera & Pedometer-Black","₦ 7,500 ",-54%,"₦ 3,475 "
335,269,A1 Smartwatch ,"Smart Watch Single Sim GSM, Bluetooth, Memory Card Slot & Camera For Android And IPhone-Black","₦ 6,000 ",-42%,"₦ 3,490 "
337,270,Generic ,Smart Watches Wrist Dial SMS Remind Pedometer SmartWatch,"₦ 15,000 ",-65%,"₦ 5,220 "
338,271,Henan ,"20,000mAh Power Bank - White",,,"₦ 2,300 "
339,272,Generic ,Smart Watch---Metal Strap Bluetooth Wrist Smartwatch Support Sim TF Card Android&IOS Watch Multi-languages---SILVER,"₦ 9,000 ",-33%,"₦ 5,995 "
340,273,Generic ,Fitness Tracker 0.96-Inch TFT Display Smartwatch,"₦ 6,000 ",-62%,"₦ 2,300 "
342,274,Taiwan ,32GB Mobile Phone Memory Card Memory Card TF Card Driving Recorder Memory Card,"₦ 3,040 ",-41%,"₦ 1,800 "
343,275,Generic ,S530 Upgrade 4.2 Bluetooth Earphone Mini Wireless Bluetooth ,₦ 800 ,-15%,₦ 680 
344,276,Tecno ,"Spark 3 (KB7) 6.2-Inch HD (1GB,16GB ROM) Android 8.1 Oreo, 13MP + 8MP Dual SIM 3G Smartphone - Midnight Black","₦ 32,832 ",-2%,"₦ 32,240 "
345,277,Rocco ,"10,400 mAh Fast Charging Triple USB Port Power Bank With Torch Light + (Free Mini USB Fan)","₦ 5,000 ",-38%,"₦ 3,100 "
347,278,Infinix ,"Smart 2 HD (X609) 6-Inch HD+ (1GB + 16GB ROM) Android 8.1 Oreo, 8MP + 8MP Dual SIM Face & Fingerprint Unlock 3G Smartphone - Champagne Gold (JA19)","₦ 24,458 ",-4%,"₦ 23,540 "
348,279,Infinix ,"Smart 2 HD (X609) 6-Inch HD+ (1GB + 16GB ROM) Android 8.1 Oreo, 8MP + 8MP Dual SIM Face & Fingerprint Unlock 3G Smartphone - Midnight Black (JA19)","₦ 24,441 ",-4%,"₦ 23,540 "
349,280,Generic ,2019  Smart Watch Color Screen Blood Pressure Fitness Tracker Heart Rate Monitor Smart Band Sport For Android IOS Iphone,"₦ 8,900 ",-60%,"₦ 3,600 "
350,281,Samsung ,"Galaxy A20 Dual Sim- 6.4"" (32gb+3gb Ram) 13MP + 5MP, 4G LTE-BLACK (JA19)","₦ 65,000 ",-20%,"₦ 52,000 "
352,282,Infinix ,"S4 6.2""HD+ Water-drop (32GB ROM+3GB RAM) 13MP+8MP+2MP 32MP FF, Android 9pie, 4000mAh Battery- Nebula Blue","₦ 65,000 ",-23%,"₦ 50,200 "
353,283,Samsung ,"Galaxy A30 6.4-Inch (4GB RAM, 64GB ROM) Android 9.0 Pie, (16MP + 5MP) + 16MP 4G LTE Smartphone - Blue (MW19)","₦ 67,942 ",-1%,"₦ 67,600 "
354,284,Vernee ,"T3 Pro 5.5-Inch MTK6739 Quad-Core (3GB, 16GB ROM) Android 8.1 Oreo, 13MP Dual SIM 4080mAh, Face ID Smartphone - Black","₦ 39,999 ",-40%,"₦ 23,999 "
355,285,Samsung ,"Galaxy A30 6.4-Inch (4GB RAM, 64GB ROM) Android 9.0 Pie, (16MP + 5MP) + 16MP 4G LTE Smartphone - Black",,,"₦ 67,499 "
357,286,Gionee ,S10 Lite 5.2 Inch HD 4GB RAM 32GB ROM 16MP + 13MP Android 7.1 Hybrid Dual SIM 4G LTE Smartphone 3100mA - Gold,"₦ 44,590 ",-29%,"₦ 31,820 "
358,287,Infinix ,"Smart 2 HD (X609) 6-Inch HD+ (1GB + 16GB ROM) Android 8.1 Oreo, 8MP + 8MP Dual SIM Face & Fingerprint Unlock 3G Smartphone - Aqua Blue (JA19)","₦ 24,509 ",-4%,"₦ 23,540 "
359,288,Generic ,P35 PRO Android 9.1 Smart Phone 8Cores 6G+128GB Face Recognition Smartphone 6.3 Inch Touch Screen 4800mAh Long Standby,"₦ 99,080 ",-68%,"₦ 31,350 "
360,289,Generic ,HOT SALE 10.1'' 6G+64GB Android 7.0 Tablet PC Octa 8 Core HD,"₦ 78,063 ",-73%,"₦ 20,999 "
362,290,Generic ,HOT SALE 10.1'' 6G+64GB Android 7.0 Tablet PC Octa 8 Core HD,"₦ 78,063 ",-76%,"₦ 18,999  - ₦ 20,899 "
363,291,Generic ,NEW 10.1'' Tablet PC Android 8.0 Octa Core 64GB 10 Inch HD WIFI 2 SIM 3G Phablet-Gold,"₦ 48,361 ",-61%,"₦ 18,990 "
364,292,Excelvan ,M10K6 - 10.1” 3G Android 6.0 2GB+16GB Dual SIM Card Tablet PC-Black,"₦ 39,600 ",-26%,"₦ 29,290 "
365,293,Nokia ,"X6 (6.1 Plus) 5.8-Inch 19:19 FHD (6GB, 64GB ROM) Android 8.1 Oreo, (16MP+5MP) + 16MP, 3060mAh, Hybrid Dual SIM 4G LTE Smartphone - Black","₦ 63,500 ",-15%,"₦ 53,999 "
